match_number,team_key,ba_autoCoralCount_data,a_L4_data,a_L3_data,a_L2_data,a_L1_data,a_L4_wl,a_L3_wl,a_L2_wl,a_L1_wl,min_delta
48,9446,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,9567,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
49,1318,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
49,3636,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,4131,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
49,5937,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,955,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
49,997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2412,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
50,3574,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,4512,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
50,492,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,6443,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,9450,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
51,1425,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
51,2557,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2910,6.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
51,4061,6.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
51,4450,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,488,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
52,3826,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,4125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,4513,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
52,5468,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,6343,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,6831,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
53,10416,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2471,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
53,3674,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,4915,4.0,,,,,3.0,0.0,0.0,0.0,0.0
53,9036,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53,9567,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,1318,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,1540,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,1778,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
54,2930,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
54,3663,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
54,4043,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55,2522,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
55,4131,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
55,4469,4.0,0.0,0.0,0.0,0.0,,,,,2.0
55,6696,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
55,7034,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
55,957,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
55,957,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56,10079,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
56,2412,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,9442,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,948,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,955,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
56,997,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2976,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,3218,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
57,3574,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,360,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
57,4512,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
57,5937,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2046,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
58,2147,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
58,3636,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
58,6443,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,9023,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
58,9446,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1425,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
59,492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,5468,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,9036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,9450,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
59,9567,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
60,2522,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
60,2910,10.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
60,2930,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
60,3826,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,4513,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,957,10.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
61,1778,6.0,3.0,0.0,0.0,0.0,,,,,0.0
61,3674,6.0,0.0,0.0,0.0,0.0,,,,,0.0
61,4450,4.0,2.0,0.0,0.0,0.0,,,,,2.0
61,4469,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
61,6696,4.0,2.0,0.0,0.0,0.0,,,,,2.0
61,955,6.0,3.0,0.0,0.0,0.0,,,,,0.0
62,10416,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,2557,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,3218,4.0,,,,,0.0,0.0,0.0,0.0,1.0
62,3663,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
62,4512,6.0,2.0,0.0,0.0,0.0,,,,,0.0
62,7034,4.0,2.0,0.0,0.0,0.0,,,,,1.0
63,2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,4125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
63,9446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1540,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,2046,6.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
64,2471,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
64,360,4.0,,,,,0.0,0.0,0.0,0.0,0.0
64,3636,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
64,9450,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
65,2147,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
65,4131,4.0,0.0,0.0,0.0,1.0,,,,,1.0
65,488,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
65,492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,6831,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
65,9442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,10079,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
66,1318,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,4061,6.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0
66,4915,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
66,6343,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
66,9023,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,2930,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
67,3826,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,4043,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,5937,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,6443,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,948,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,1778,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
68,3663,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
68,4125,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
68,9036,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,957,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
68,997,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1425,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
69,2412,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,2557,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,4513,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,7034,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
69,9446,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,10416,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,2046,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
70,3218,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,4131,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
70,4450,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5468,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
71,2147,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,2910,7.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
71,4061,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
71,4469,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,9450,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
71,955,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
72,3574,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,360,4.0,1.0,0.0,0.0,0.0,,,,,1.0
72,3636,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
72,6831,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,9023,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
72,948,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,1318,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
73,2522,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
73,3674,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
73,4512,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,488,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,4915,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,2471,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74,2976,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,4043,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,6343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,6443,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,9567,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,10079,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
75,1540,7.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
75,492,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,5937,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
75,6696,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
75,9442,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
76,2147,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,3218,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,3826,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
76,9036,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
76,9450,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
76,957,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
77,1425,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
77,1778,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,4125,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,9023,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
77,948,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77,955,6.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
78,10416,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,360,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
78,3663,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
78,4061,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78,4469,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2471,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2557,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2930,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
79,3674,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
79,6443,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,6831,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
80,2522,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
80,4512,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
80,492,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,5468,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
80,6343,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
80,9446,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,10079,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
81,2910,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
81,2976,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,3636,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
81,4131,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
81,9442,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82,2046,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82,2412,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82,4043,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
82,4915,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
82,5937,4.0,0.0,0.0,0.0,0.0,,,,,1.0
82,6696,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,1318,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83,3574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,4450,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,4513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,7034,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
83,9567,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
84,1540,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
84,2471,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
84,3218,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,4469,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
84,488,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,6443,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
85,360,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
85,3674,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
85,4061,4.0,,,,,0.0,3.0,0.0,0.0,1.0
85,5468,4.0,1.0,0.0,0.0,0.0,,,,,3.0
85,9446,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,957,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
86,1425,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
86,2147,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,2930,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
86,4131,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,4512,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
86,9442,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
87,1778,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
87,2976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,3826,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
87,4915,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
87,5937,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,6831,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
88,10416,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,1318,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
88,2412,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
88,2557,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,4125,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
88,9023,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
89,3636,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
89,4043,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,4450,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,4513,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
89,488,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
89,492,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2522,6.0,,,,,6.0,4.0,2.0,0.0,3.0
90,6696,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
90,9450,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
90,948,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,9567,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
90,997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,10079,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
91,1540,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
91,3574,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
91,3663,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
91,6343,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,955,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
92,2046,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,2910,8.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
92,4061,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,4512,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
92,7034,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
92,9036,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
93,1318,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
93,1425,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
93,360,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,4125,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
93,4915,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
93,6443,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
94,2147,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,2412,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
94,2471,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,2976,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,488,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,957,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
95,2557,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
95,2930,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
95,4450,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
95,5468,6.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
95,9442,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
95,997,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96,1540,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
96,3218,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
96,4513,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,6696,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
96,9446,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,948,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
