key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_Proc,a_L4,a_L3,a_L2,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,end_Pos,t_Tipped,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_Leave,a_Station,a_Net,a_reefAlgae,r1,b1,b2,b3,r2,r3,ba_bluescore,ba_redscore,ba_autoCoralCount,ba_autoCoralPoints,ba_autoLineRobot1,ba_autoLineRobot2,ba_autoLineRobot3,ba_autoMobilityPoints,ba_autoPoints,ba_bargeBonusAchieved,ba_coopertitionCriteriaMet,ba_coralBonusAchieved,ba_endGameBargePoints,ba_endGameRobot1,ba_endGameRobot2,ba_endGameRobot3,ba_foulCount,ba_foulPoints,ba_g206Penalty,ba_g410Penalty,ba_g418Penalty,ba_g428Penalty,ba_netAlgaeCount,ba_rp,ba_techFoulCount,ba_teleopCoralCount,ba_teleopCoralPoints,ba_teleopPoints,ba_totalPoints,ba_wallAlgaeCount,ba_algaePoints,ba_adjustPoints,ba_autoBonusAchieved,ba_winning_alliance
2025orore_qm4,qm,1,4,frc9438,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park,0,n/a(just left start zone),"failed to intake coral because intake was very ""jittery"" and was shifting rapidly up/down.",parked and are incapable of climbing,naman,1,0,0,0,frc9438,frc3673,frc957,frc3663,frc1844,frc2635,108,35,0,0,No,No,Yes,3,3,1,0,0,14,Parked,None,DeepCage,0,0,0,0,0,0,0,1,0,0,0,32,35,3,18,0,0,blue
2025orore_qm4,qm,1,4,frc1844,1,0,0,0,0,0,1,48,1,0,0,0,0,0,0,None,0,Went backwards,"removed 1 algea, tried to get a coral from dispenser, but failed. Went to opposite side to defense, but just stoped. Overall very discombobulated ",frozen,AARUSH,0,0,0,0,frc9438,frc3673,frc957,frc3663,frc1844,frc2635,108,35,0,0,No,No,Yes,3,3,1,0,0,14,Parked,None,DeepCage,0,0,0,0,0,0,0,1,0,0,0,32,35,3,18,0,0,blue
2025orore_qm4,qm,1,4,frc2635,5,0,0,0,0,0,1,0,1,0,3,0,0,0,0,Deep Climb,0,left but nothing else,Started by going immediately to other side and did lots of pinning then started to put algae in processer,Started 30 sec early was able to deep climb,Ave wilson,1,0,0,0,frc9438,frc3673,frc957,frc3663,frc1844,frc2635,108,35,0,0,No,No,Yes,3,3,1,0,0,14,Parked,None,DeepCage,0,0,0,0,0,0,0,1,0,0,0,32,35,3,18,0,0,blue
2025orore_qm4,qm,1,4,frc3673,3,0,0,0,0,0,0,32,0,0,0,0,0,2,0,Park,0,"Very fast, has an auto to place in L1 face 4","Very fast robot, accurate collect but not so accurate place. Attempted to place in L1 and L2 only, missed L1 frequently. Froze for 30 seconds, came back just before endgame",Parked,Pranav,1,0,0,0,frc9438,frc3673,frc957,frc3663,frc1844,frc2635,108,35,2,14,Yes,Yes,Yes,9,23,0,0,0,6,Parked,Parked,Parked,0,0,0,0,0,0,2,4,0,20,71,85,108,0,8,0,1,blue
2025orore_qm4,qm,1,4,frc957,4,0,1,0,0,0,0,0,0,0,0,5,2,1,0,Deep Climb,0,Auto missed going sll the way to collect with like 7 secs left.,"Got some defense, but even with no defense kinda bad at intaking coral. Very good bot. ","Went up with like 1 second left, only 80% sure they got it. ",Michael,1,0,0,0,frc9438,frc3673,frc957,frc3663,frc1844,frc2635,108,35,2,14,Yes,Yes,Yes,9,23,0,0,0,6,Parked,Parked,Parked,0,0,0,0,0,0,2,4,0,20,71,85,108,0,8,0,1,blue
2025orore_qm4,qm,1,4,frc3663,2,0,1,0,0,0,0,0,2,0,0,2,2,1,5,Park,0,missed preload,missed 2,ran out of time,Aa,1,0,0,0,frc9438,frc3673,frc957,frc3663,frc1844,frc2635,108,35,2,14,Yes,Yes,Yes,9,23,0,0,0,6,Parked,Parked,Parked,0,0,0,0,0,0,2,4,0,20,71,85,108,0,8,0,1,blue
2025orore_qm40,qm,1,40,frc3812,,,,,,,,,,,,,,,,,,,,,,,,,,frc3812,frc4043,frc9430,frc3663,frc2733,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm40,qm,1,40,frc2733,,,,,,,,,,,,,,,,,,,,,,,,,,frc3812,frc4043,frc9430,frc3663,frc2733,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm40,qm,1,40,frc2915,,,,,,,,,,,,,,,,,,,,,,,,,,frc3812,frc4043,frc9430,frc3663,frc2733,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm40,qm,1,40,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc3812,frc4043,frc9430,frc3663,frc2733,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm40,qm,1,40,frc9430,,,,,,,,,,,,,,,,,,,,,,,,,,frc3812,frc4043,frc9430,frc3663,frc2733,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm40,qm,1,40,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc3812,frc4043,frc9430,frc3663,frc2733,frc2915,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm41,qm,1,41,frc4662,,,,,,,,,,,,,,,,,,,,,,,,,,frc4662,frc2898,frc9446,frc3673,frc1540,frc6443,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm41,qm,1,41,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc4662,frc2898,frc9446,frc3673,frc1540,frc6443,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm41,qm,1,41,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc4662,frc2898,frc9446,frc3673,frc1540,frc6443,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm41,qm,1,41,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,,frc4662,frc2898,frc9446,frc3673,frc1540,frc6443,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm41,qm,1,41,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc4662,frc2898,frc9446,frc3673,frc1540,frc6443,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm41,qm,1,41,frc3673,,,,,,,,,,,,,,,,,,,,,,,,,,frc4662,frc2898,frc9446,frc3673,frc1540,frc6443,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm42,qm,1,42,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc2471,frc5975,frc957,frc2635,frc10444,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm42,qm,1,42,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc2471,frc5975,frc957,frc2635,frc10444,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm42,qm,1,42,frc10444,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc2471,frc5975,frc957,frc2635,frc10444,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm42,qm,1,42,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc2471,frc5975,frc957,frc2635,frc10444,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm42,qm,1,42,frc5975,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc2471,frc5975,frc957,frc2635,frc10444,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm42,qm,1,42,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc2471,frc5975,frc957,frc2635,frc10444,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm43,qm,1,43,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc5970,frc2733,frc6831,frc3812,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm43,qm,1,43,frc3812,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc5970,frc2733,frc6831,frc3812,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm43,qm,1,43,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc5970,frc2733,frc6831,frc3812,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm43,qm,1,43,frc5970,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc5970,frc2733,frc6831,frc3812,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm43,qm,1,43,frc2733,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc5970,frc2733,frc6831,frc3812,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm43,qm,1,43,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc5970,frc2733,frc6831,frc3812,frc3663,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm44,qm,1,44,frc6845,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc4488,frc847,frc3574,frc4043,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm44,qm,1,44,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc4488,frc847,frc3574,frc4043,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm44,qm,1,44,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc4488,frc847,frc3574,frc4043,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm44,qm,1,44,frc4488,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc4488,frc847,frc3574,frc4043,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm44,qm,1,44,frc847,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc4488,frc847,frc3574,frc4043,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm44,qm,1,44,frc3574,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc4488,frc847,frc3574,frc4043,frc9438,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm45,qm,1,45,frc1844,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2915,frc1425,frc6696,frc3636,frc9430,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm45,qm,1,45,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2915,frc1425,frc6696,frc3636,frc9430,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm45,qm,1,45,frc9430,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2915,frc1425,frc6696,frc3636,frc9430,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm45,qm,1,45,frc2915,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2915,frc1425,frc6696,frc3636,frc9430,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm45,qm,1,45,frc1425,1,,,,,,,,,,,,,,,None,0,,,,,,,,,frc1844,frc2915,frc1425,frc6696,frc3636,frc9430,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm45,qm,1,45,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc1844,frc2915,frc1425,frc6696,frc3636,frc9430,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm46,qm,1,46,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc9446,frc2471,frc5970,frc5975,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm46,qm,1,46,frc5975,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc9446,frc2471,frc5970,frc5975,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm46,qm,1,46,frc3812,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc9446,frc2471,frc5970,frc5975,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm46,qm,1,46,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc9446,frc2471,frc5970,frc5975,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm46,qm,1,46,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc9446,frc2471,frc5970,frc5975,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm46,qm,1,46,frc5970,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc9446,frc2471,frc5970,frc5975,frc3812,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm47,qm,1,47,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc7034,frc4662,frc6831,frc4043,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm47,qm,1,47,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc7034,frc4662,frc6831,frc4043,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm47,qm,1,47,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc7034,frc4662,frc6831,frc4043,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm47,qm,1,47,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc7034,frc4662,frc6831,frc4043,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm47,qm,1,47,frc4662,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc7034,frc4662,frc6831,frc4043,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm47,qm,1,47,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc957,frc7034,frc4662,frc6831,frc4043,frc2557,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm48,qm,1,48,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc2915,frc3574,frc2733,frc10444,frc847,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm48,qm,1,48,frc10444,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc2915,frc3574,frc2733,frc10444,frc847,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm48,qm,1,48,frc847,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc2915,frc3574,frc2733,frc10444,frc847,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm48,qm,1,48,frc2915,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc2915,frc3574,frc2733,frc10444,frc847,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm48,qm,1,48,frc3574,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc2915,frc3574,frc2733,frc10444,frc847,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm48,qm,1,48,frc2733,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc2915,frc3574,frc2733,frc10444,frc847,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm49,qm,1,49,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,,frc9438,frc1425,frc3673,frc2635,frc2898,frc4488,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm49,qm,1,49,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,,frc9438,frc1425,frc3673,frc2635,frc2898,frc4488,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm49,qm,1,49,frc4488,,,,,,,,,,,,,,,,,,,,,,,,,,frc9438,frc1425,frc3673,frc2635,frc2898,frc4488,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm49,qm,1,49,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc9438,frc1425,frc3673,frc2635,frc2898,frc4488,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm49,qm,1,49,frc3673,,,,,,,,,,,,,,,,,,,,,,,,,,frc9438,frc1425,frc3673,frc2635,frc2898,frc4488,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm49,qm,1,49,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,,frc9438,frc1425,frc3673,frc2635,frc2898,frc4488,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm5,qm,1,5,frc2733,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,None,0,left start zone,"frequetly attempted to place coral, however, was highly inaccurate. ",continued with teleop activities,naman,1,0,0,0,frc2733,frc2557,frc6845,frc847,frc9446,frc4662,22,42,0,0,Yes,No,Yes,6,6,1,0,0,4,None,Parked,Parked,0,12,0,0,0,0,0,4,1,7,20,24,42,0,0,0,0,red
2025orore_qm5,qm,1,5,frc9446,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Park,0,Was just moving one inch,"had somewhat reliable coral feeding,and only placed on L1 4-5 times, but was still unreliable and shaky","just parked but I think tried to climb, but lost time, needs better step process for achieving shallow climb",Dev Sharma ,1,0,0,0,frc2733,frc2557,frc6845,frc847,frc9446,frc4662,22,42,0,0,Yes,No,Yes,6,6,1,0,0,4,None,Parked,Parked,0,12,0,0,0,0,0,4,1,7,20,24,42,0,0,0,0,red
2025orore_qm5,qm,1,5,frc4662,5,0,0,0,0,0,1,10,0,0,0,0,0,0,0,Park,0,Left but did nothing/attempted nothing else,confusing in what is did it went to the other side I'd assume for defense but did not do well it mostly stayed in on place the whole game near the coral collect but did not seem to be frozen,seemed to attempt to climb but was not able to,Ave wilson,1,0,0,0,frc2733,frc2557,frc6845,frc847,frc9446,frc4662,22,42,0,0,Yes,No,Yes,6,6,1,0,0,4,None,Parked,Parked,0,12,0,0,0,0,0,4,1,7,20,24,42,0,0,0,0,red
2025orore_qm5,qm,1,5,frc2557,0,,,,,,,,,,,,,,,None,0,No show,,,Pranav,,,,,frc2733,frc2557,frc6845,frc847,frc9446,frc4662,22,42,0,0,No,No,Yes,3,3,0,0,0,4,None,Parked,Parked,0,6,0,0,1,0,0,0,2,3,9,13,22,0,0,0,0,red
2025orore_qm5,qm,1,5,frc6845,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Park,0,Went into the wall,"had decent defense, but who they were defending wasnt really smart and kept trying to push through the defense instead of going to the other station. ","looked like they tried to climb, but I wouldnt trust thier climb. Only pick as a defense bot.  ",Michael,0,0,0,0,frc2733,frc2557,frc6845,frc847,frc9446,frc4662,22,42,0,0,No,No,Yes,3,3,0,0,0,4,None,Parked,Parked,0,6,0,0,1,0,0,0,2,3,9,13,22,0,0,0,0,red
2025orore_qm5,qm,1,5,frc847,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Park,0,Went into red cages,slow,failed deep climb,Aa,1,0,0,0,frc2733,frc2557,frc6845,frc847,frc9446,frc4662,22,42,0,0,No,No,Yes,3,3,0,0,0,4,None,Parked,Parked,0,6,0,0,1,0,0,0,2,3,9,13,22,0,0,0,0,red
2025orore_qm50,qm,1,50,frc6845,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc1844,frc3663,frc1540,frc9430,frc3636,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm50,qm,1,50,frc9430,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc1844,frc3663,frc1540,frc9430,frc3636,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm50,qm,1,50,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc1844,frc3663,frc1540,frc9430,frc3636,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm50,qm,1,50,frc1844,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc1844,frc3663,frc1540,frc9430,frc3636,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm50,qm,1,50,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc1844,frc3663,frc1540,frc9430,frc3636,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm50,qm,1,50,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc6845,frc1844,frc3663,frc1540,frc9430,frc3636,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm51,qm,1,51,frc847,,,,,,,,,,,,,,,,,,,,,,,,,,frc847,frc10444,frc2915,frc9446,frc5970,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm51,qm,1,51,frc5970,,,,,,,,,,,,,,,,,,,,,,,,,,frc847,frc10444,frc2915,frc9446,frc5970,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm51,qm,1,51,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc847,frc10444,frc2915,frc9446,frc5970,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm51,qm,1,51,frc10444,,,,,,,,,,,,,,,,,,,,,,,,,,frc847,frc10444,frc2915,frc9446,frc5970,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm51,qm,1,51,frc2915,,,,,,,,,,,,,,,,,,,,,,,,,,frc847,frc10444,frc2915,frc9446,frc5970,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm51,qm,1,51,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc847,frc10444,frc2915,frc9446,frc5970,frc4043,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm52,qm,1,52,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc5975,frc2733,frc2898,frc6831,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm52,qm,1,52,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc5975,frc2733,frc2898,frc6831,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm52,qm,1,52,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc5975,frc2733,frc2898,frc6831,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm52,qm,1,52,frc5975,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc5975,frc2733,frc2898,frc6831,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm52,qm,1,52,frc2733,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc5975,frc2733,frc2898,frc6831,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm52,qm,1,52,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,,frc1425,frc5975,frc2733,frc2898,frc6831,frc2471,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025orore_qm53,qm,1,53,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc4488,frc2557,frc1844,frc9438,frc3574,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
