key,comp_level,set_number,match_number,team_key,a_Proc,start_Pos_5isBlue,a_reefAlgae,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,a_L3,end_Pos,a_L4,auto_Notes,tele_Notes,endgame_Notes,match_Scouter,a_L2,stuck_on_alg,a_Leave,a_Net,no_show,r1,b2,b3,ba_redscore,ba_bluescore,r2,r3,b1
2025pncmp_qm60,qm,1,60,frc2522,,,,,,,,,,,,,,,,,,,,,,,,,,frc3826,frc2522,frc957,-1,-1,frc2930,frc4513,frc2910
2025pncmp_qm60,qm,1,60,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc3826,frc2522,frc957,-1,-1,frc2930,frc4513,frc2910
2025pncmp_qm61,qm,1,61,frc4469,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc1778,frc3674,-1,-1,frc6696,frc4450,frc955
2025pncmp_qm61,qm,1,61,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc1778,frc3674,-1,-1,frc6696,frc4450,frc955
2025pncmp_qm61,qm,1,61,frc4450,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc1778,frc3674,-1,-1,frc6696,frc4450,frc955
2025pncmp_qm61,qm,1,61,frc955,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc1778,frc3674,-1,-1,frc6696,frc4450,frc955
2025pncmp_qm61,qm,1,61,frc1778,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc1778,frc3674,-1,-1,frc6696,frc4450,frc955
2025pncmp_qm61,qm,1,61,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc1778,frc3674,-1,-1,frc6696,frc4450,frc955
2025pncmp_qm62,qm,1,62,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc10416,frc7034,-1,-1,frc4512,frc3663,frc3218
2025pncmp_qm62,qm,1,62,frc4512,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc10416,frc7034,-1,-1,frc4512,frc3663,frc3218
2025pncmp_qm62,qm,1,62,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc10416,frc7034,-1,-1,frc4512,frc3663,frc3218
2025pncmp_qm62,qm,1,62,frc3218,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc10416,frc7034,-1,-1,frc4512,frc3663,frc3218
2025pncmp_qm62,qm,1,62,frc10416,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc10416,frc7034,-1,-1,frc4512,frc3663,frc3218
2025pncmp_qm62,qm,1,62,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,,frc2557,frc10416,frc7034,-1,-1,frc4512,frc3663,frc3218
2025pncmp_qm63,qm,1,63,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2976,frc997,-1,-1,frc2412,frc3574,frc4125
2025pncmp_qm63,qm,1,63,frc2412,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2976,frc997,-1,-1,frc2412,frc3574,frc4125
2025pncmp_qm63,qm,1,63,frc3574,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2976,frc997,-1,-1,frc2412,frc3574,frc4125
2025pncmp_qm63,qm,1,63,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2976,frc997,-1,-1,frc2412,frc3574,frc4125
2025pncmp_qm63,qm,1,63,frc2976,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2976,frc997,-1,-1,frc2412,frc3574,frc4125
2025pncmp_qm63,qm,1,63,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2976,frc997,-1,-1,frc2412,frc3574,frc4125
2025pncmp_qm64,qm,1,64,frc2046,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc9450,frc2471,-1,-1,frc3636,frc1540,frc360
2025pncmp_qm64,qm,1,64,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc9450,frc2471,-1,-1,frc3636,frc1540,frc360
2025pncmp_qm64,qm,1,64,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc9450,frc2471,-1,-1,frc3636,frc1540,frc360
2025pncmp_qm64,qm,1,64,frc360,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc9450,frc2471,-1,-1,frc3636,frc1540,frc360
2025pncmp_qm64,qm,1,64,frc9450,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc9450,frc2471,-1,-1,frc3636,frc1540,frc360
2025pncmp_qm64,qm,1,64,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc2046,frc9450,frc2471,-1,-1,frc3636,frc1540,frc360
2025pncmp_qm65,qm,1,65,frc488,,,,,,,,,,,,,,,,,,,,,,,,,,frc488,frc492,frc9442,-1,-1,frc2147,frc4131,frc6831
2025pncmp_qm65,qm,1,65,frc2147,,,,,,,,,,,,,,,,,,,,,,,,,,frc488,frc492,frc9442,-1,-1,frc2147,frc4131,frc6831
2025pncmp_qm65,qm,1,65,frc4131,,,,,,,,,,,,,,,,,,,,,,,,,,frc488,frc492,frc9442,-1,-1,frc2147,frc4131,frc6831
2025pncmp_qm65,qm,1,65,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc488,frc492,frc9442,-1,-1,frc2147,frc4131,frc6831
2025pncmp_qm65,qm,1,65,frc492,,,,,,,,,,,,,,,,,,,,,,,,,,frc488,frc492,frc9442,-1,-1,frc2147,frc4131,frc6831
2025pncmp_qm65,qm,1,65,frc9442,,,,,,,,,,,,,,,,,,,,,,,,,,frc488,frc492,frc9442,-1,-1,frc2147,frc4131,frc6831
2025pncmp_qm66,qm,1,66,frc4915,,,,,,,,,,,,,,,,,,,,,,,,,,frc4915,frc10079,frc1318,-1,-1,frc4061,frc6343,frc9023
2025pncmp_qm66,qm,1,66,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,,frc4915,frc10079,frc1318,-1,-1,frc4061,frc6343,frc9023
2025pncmp_qm66,qm,1,66,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,,frc4915,frc10079,frc1318,-1,-1,frc4061,frc6343,frc9023
2025pncmp_qm66,qm,1,66,frc9023,,,,,,,,,,,,,,,,,,,,,,,,,,frc4915,frc10079,frc1318,-1,-1,frc4061,frc6343,frc9023
2025pncmp_qm66,qm,1,66,frc10079,,,,,,,,,,,,,,,,,,,,,,,,,,frc4915,frc10079,frc1318,-1,-1,frc4061,frc6343,frc9023
2025pncmp_qm66,qm,1,66,frc1318,,,,,,,,,,,,,,,,,,,,,,,,,,frc4915,frc10079,frc1318,-1,-1,frc4061,frc6343,frc9023
2025pncmp_qm67,qm,1,67,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc4043,frc2930,-1,-1,frc948,frc3826,frc5937
2025pncmp_qm67,qm,1,67,frc948,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc4043,frc2930,-1,-1,frc948,frc3826,frc5937
2025pncmp_qm67,qm,1,67,frc3826,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc4043,frc2930,-1,-1,frc948,frc3826,frc5937
2025pncmp_qm67,qm,1,67,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc4043,frc2930,-1,-1,frc948,frc3826,frc5937
2025pncmp_qm67,qm,1,67,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc4043,frc2930,-1,-1,frc948,frc3826,frc5937
2025pncmp_qm67,qm,1,67,frc2930,,,,,,,,,,,,,,,,,,,,,,,,,,frc6443,frc4043,frc2930,-1,-1,frc948,frc3826,frc5937
2025pncmp_qm68,qm,1,68,frc9036,,,,,,,,,,,,,,,,,,,,,,,,,,frc9036,frc1778,frc3663,-1,-1,frc957,frc4125,frc997
2025pncmp_qm68,qm,1,68,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc9036,frc1778,frc3663,-1,-1,frc957,frc4125,frc997
2025pncmp_qm68,qm,1,68,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,,frc9036,frc1778,frc3663,-1,-1,frc957,frc4125,frc997
2025pncmp_qm68,qm,1,68,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc9036,frc1778,frc3663,-1,-1,frc957,frc4125,frc997
2025pncmp_qm68,qm,1,68,frc1778,,,,,,,,,,,,,,,,,,,,,,,,,,frc9036,frc1778,frc3663,-1,-1,frc957,frc4125,frc997
2025pncmp_qm68,qm,1,68,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc9036,frc1778,frc3663,-1,-1,frc957,frc4125,frc997
2025pncmp_qm69,qm,1,69,frc9446,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2557,frc7034,-1,-1,frc4513,frc1425,frc2412
2025pncmp_qm69,qm,1,69,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2557,frc7034,-1,-1,frc4513,frc1425,frc2412
2025pncmp_qm69,qm,1,69,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2557,frc7034,-1,-1,frc4513,frc1425,frc2412
2025pncmp_qm69,qm,1,69,frc2412,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2557,frc7034,-1,-1,frc4513,frc1425,frc2412
2025pncmp_qm69,qm,1,69,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2557,frc7034,-1,-1,frc4513,frc1425,frc2412
2025pncmp_qm69,qm,1,69,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,,frc9446,frc2557,frc7034,-1,-1,frc4513,frc1425,frc2412
2025pncmp_qm7,qm,1,7,frc2930,0,2,0,0,0,0,2,0,0,3,4,5,1,0,Deep Climb,3,scored a three coral auto even with a human player error!,efficient coral scoring even with an ocean of coral next to them to weave through,deep climbed at the last moment.,naman,0,0,1,0,0,frc2930,frc6343,frc3574,-1,-1,frc2046,frc488,frc1318
2025pncmp_qm7,qm,1,7,frc2046,0,2,0,0,0,0,2,2,0,3,4,2,5,0,Deep Climb,1,"planned a 3 coral auto, but only made 1","started really rusty, but quickly picked up the pace and started to become super reliable. Able to score on all levels, ground collect, and shooting algae",used the entire time to climb with 3 sec to spare,Aarush V,0,0,0,0,0,frc2930,frc6343,frc3574,-1,-1,frc2046,frc488,frc1318
2025pncmp_qm7,qm,1,7,frc488,0,3,0,0,0,0,2,1,0,2,2,0,0,0,None,0,"Moved forward, and missed coral place on l4 badly.","Only placed 4 coral, 2 each on l4 and l3, placing was really inaccurate and missed a lot of coral. Was able to removed 2 algae, but also missed the net sort of badly as well, but scored the other algae in the net successfully after taking 6 seconds positioning themselves to throw algae in the net.",Didn't make it to the barge in time,Dev Sharma,0,0,1,0,0,frc2930,frc6343,frc3574,-1,-1,frc2046,frc488,frc1318
2025pncmp_qm7,qm,1,7,frc1318,0,4,0,0,0,0,2,0,0,3,5,3,3,0,Park,1,missed pre load that was L4,"missed a few coral on L4, fast at collecting the coral, but pretty accurate with placing 3-1","parked, not attached to cage",cayden,0,0,1,0,0,frc2930,frc6343,frc3574,-1,-1,frc2046,frc488,frc1318
2025pncmp_qm7,qm,1,7,frc6343,0,1,0,0,0,0,0,0,0,3,0,2,0,0,Park,1,They were kind of slow but attempted to score on the reef twice,Station and ground collect. But they were slow moving and took a lot of time to line up. Eventually played 20 seconds of good effective defense.,they tried to dive but they missed and did not leave the ground.,Hendrix Day,0,0,1,0,0,frc2930,frc6343,frc3574,-1,-1,frc2046,frc488,frc1318
2025pncmp_qm7,qm,1,7,frc3574,,,,,,,,,,,,,,,,,,,,,,,,,,frc2930,frc6343,frc3574,-1,-1,frc2046,frc488,frc1318
2025pncmp_qm70,qm,1,70,frc5468,,,,,,,,,,,,,,,,,,,,,,,,,,frc5468,frc2046,frc4131,-1,-1,frc4450,frc3218,frc10416
2025pncmp_qm70,qm,1,70,frc4450,,,,,,,,,,,,,,,,,,,,,,,,,,frc5468,frc2046,frc4131,-1,-1,frc4450,frc3218,frc10416
2025pncmp_qm70,qm,1,70,frc3218,,,,,,,,,,,,,,,,,,,,,,,,,,frc5468,frc2046,frc4131,-1,-1,frc4450,frc3218,frc10416
2025pncmp_qm70,qm,1,70,frc10416,,,,,,,,,,,,,,,,,,,,,,,,,,frc5468,frc2046,frc4131,-1,-1,frc4450,frc3218,frc10416
2025pncmp_qm70,qm,1,70,frc2046,,,,,,,,,,,,,,,,,,,,,,,,,,frc5468,frc2046,frc4131,-1,-1,frc4450,frc3218,frc10416
2025pncmp_qm70,qm,1,70,frc4131,,,,,,,,,,,,,,,,,,,,,,,,,,frc5468,frc2046,frc4131,-1,-1,frc4450,frc3218,frc10416
2025pncmp_qm71,qm,1,71,frc4469,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc4061,frc2147,-1,-1,frc2910,frc955,frc9450
2025pncmp_qm71,qm,1,71,frc2910,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc4061,frc2147,-1,-1,frc2910,frc955,frc9450
2025pncmp_qm71,qm,1,71,frc955,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc4061,frc2147,-1,-1,frc2910,frc955,frc9450
2025pncmp_qm71,qm,1,71,frc9450,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc4061,frc2147,-1,-1,frc2910,frc955,frc9450
2025pncmp_qm71,qm,1,71,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc4061,frc2147,-1,-1,frc2910,frc955,frc9450
2025pncmp_qm71,qm,1,71,frc2147,,,,,,,,,,,,,,,,,,,,,,,,,,frc4469,frc4061,frc2147,-1,-1,frc2910,frc955,frc9450
2025pncmp_qm72,qm,1,72,frc3574,,,,,,,,,,,,,,,,,,,,,,,,,,frc3574,frc360,frc6831,-1,-1,frc9023,frc948,frc3636
2025pncmp_qm72,qm,1,72,frc9023,,,,,,,,,,,,,,,,,,,,,,,,,,frc3574,frc360,frc6831,-1,-1,frc9023,frc948,frc3636
2025pncmp_qm72,qm,1,72,frc948,,,,,,,,,,,,,,,,,,,,,,,,,,frc3574,frc360,frc6831,-1,-1,frc9023,frc948,frc3636
2025pncmp_qm72,qm,1,72,frc3636,,,,,,,,,,,,,,,,,,,,,,,,,,frc3574,frc360,frc6831,-1,-1,frc9023,frc948,frc3636
2025pncmp_qm72,qm,1,72,frc360,,,,,,,,,,,,,,,,,,,,,,,,,,frc3574,frc360,frc6831,-1,-1,frc9023,frc948,frc3636
2025pncmp_qm72,qm,1,72,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc3574,frc360,frc6831,-1,-1,frc9023,frc948,frc3636
2025pncmp_qm73,qm,1,73,frc2522,,,,,,,,,,,,,,,,,,,,,,,,,,frc2522,frc3674,frc4915,-1,-1,frc488,frc1318,frc4512
2025pncmp_qm73,qm,1,73,frc488,,,,,,,,,,,,,,,,,,,,,,,,,,frc2522,frc3674,frc4915,-1,-1,frc488,frc1318,frc4512
2025pncmp_qm73,qm,1,73,frc1318,,,,,,,,,,,,,,,,,,,,,,,,,,frc2522,frc3674,frc4915,-1,-1,frc488,frc1318,frc4512
2025pncmp_qm73,qm,1,73,frc4512,,,,,,,,,,,,,,,,,,,,,,,,,,frc2522,frc3674,frc4915,-1,-1,frc488,frc1318,frc4512
2025pncmp_qm73,qm,1,73,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc2522,frc3674,frc4915,-1,-1,frc488,frc1318,frc4512
2025pncmp_qm73,qm,1,73,frc4915,,,,,,,,,,,,,,,,,,,,,,,,,,frc2522,frc3674,frc4915,-1,-1,frc488,frc1318,frc4512
2025pncmp_qm74,qm,1,74,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc6343,frc4043,-1,-1,frc2471,frc2976,frc6443
2025pncmp_qm74,qm,1,74,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc6343,frc4043,-1,-1,frc2471,frc2976,frc6443
2025pncmp_qm74,qm,1,74,frc2976,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc6343,frc4043,-1,-1,frc2471,frc2976,frc6443
2025pncmp_qm74,qm,1,74,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc6343,frc4043,-1,-1,frc2471,frc2976,frc6443
2025pncmp_qm74,qm,1,74,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc6343,frc4043,-1,-1,frc2471,frc2976,frc6443
2025pncmp_qm74,qm,1,74,frc4043,,,,,,,,,,,,,,,,,,,,,,,,,,frc9567,frc6343,frc4043,-1,-1,frc2471,frc2976,frc6443
2025pncmp_qm75,qm,1,75,frc6696,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc9442,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc492,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc10079,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm75,qm,1,75,frc1540,,,,,,,,,,,,,,,,,,,,,,,,,,frc6696,frc10079,frc1540,-1,-1,frc5937,frc9442,frc492
2025pncmp_qm76,qm,1,76,frc3218,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc957,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc2147,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc3826,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc9036,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm76,qm,1,76,frc9450,,,,,,,,,,,,,,,,,,,,,,,,,,frc3218,frc9036,frc9450,-1,-1,frc957,frc2147,frc3826
2025pncmp_qm77,qm,1,77,frc9023,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc1778,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc948,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm77,qm,1,77,frc955,,,,,,,,,,,,,,,,,,,,,,,,,,frc9023,frc1425,frc955,-1,-1,frc4125,frc1778,frc948
2025pncmp_qm78,qm,1,78,frc3663,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc10416,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc4469,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc997,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc360,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm78,qm,1,78,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,,frc3663,frc360,frc4061,-1,-1,frc10416,frc4469,frc997
2025pncmp_qm79,qm,1,79,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc6831,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc2557,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc2471,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc6443,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm79,qm,1,79,frc2930,,,,,,,,,,,,,,,,,,,,,,,,,,frc3674,frc6443,frc2930,-1,-1,frc6831,frc2557,frc2471
2025pncmp_qm8,qm,1,8,frc492,0,3,0,0,0,0,1,0,0,2,4,2,0,0,Deep Climb,0,attempted l4 but missed,"fast cycles but questionable placement accuracy at times. furthermore, they had miscommunications at the coral station and blocked their alliance partner from receiving a coral multiple times.",capable of deep climb but bottom of robot looked very close to the ground.,naman,0,0,1,0,0,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
2025pncmp_qm8,qm,1,8,frc4915,0,5,0,0,0,0,0,0,0,3,5,3,0,0,Deep Climb,2,they have a 2 coral auto,"they are really reliable, and can score on all levels. Did not miss a single one. Not super fast",climbed fairly quickly,Aarush V,0,0,1,0,0,frc492,frc957,frc955,-1,-1,frc4915,frc3636,frc2557
