key,comp_level,set_number,match_number,team_key,start_Pos_5isBlue,a_L3,a_L2,a_L1,t_ground_alg,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,end_Pos,stuck_on_alg,auto_Notes,tele_Notes,a_reefAlgae,match_Scouter,a_Proc,a_L4,endgame_Notes,a_Net,t_Defense,a_Leave,r1,b2,b3,b1,ba_bluescore,r2,r3,ba_redscore
2025dal_qm121,qm,1,121,frc10291,,,,,,,,,,,,,,,,,,,,,,,,,frc9280,frc418,frc3173,frc78,-1,frc5968,frc10291,-1
2025dal_qm121,qm,1,121,frc78,,,,,,,,,,,,,,,,,,,,,,,,,frc9280,frc418,frc3173,frc78,-1,frc5968,frc10291,-1
2025dal_qm121,qm,1,121,frc418,,,,,,,,,,,,,,,,,,,,,,,,,frc9280,frc418,frc3173,frc78,-1,frc5968,frc10291,-1
2025dal_qm121,qm,1,121,frc3173,,,,,,,,,,,,,,,,,,,,,,,,,frc9280,frc418,frc3173,frc78,-1,frc5968,frc10291,-1
2025dal_qm122,qm,1,122,frc8575,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc6909,frc9301,frc7257,-1,frc3255,frc3792,-1
2025dal_qm122,qm,1,122,frc3255,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc6909,frc9301,frc7257,-1,frc3255,frc3792,-1
2025dal_qm122,qm,1,122,frc3792,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc6909,frc9301,frc7257,-1,frc3255,frc3792,-1
2025dal_qm122,qm,1,122,frc7257,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc6909,frc9301,frc7257,-1,frc3255,frc3792,-1
2025dal_qm122,qm,1,122,frc6909,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc6909,frc9301,frc7257,-1,frc3255,frc3792,-1
2025dal_qm122,qm,1,122,frc9301,,,,,,,,,,,,,,,,,,,,,,,,,frc8575,frc6909,frc9301,frc7257,-1,frc3255,frc3792,-1
2025dal_qm123,qm,1,123,frc649,,,,,,,,,,,,,,,,,,,,,,,,,frc649,frc2630,frc8738,frc9199,-1,frc1678,frc9312,-1
2025dal_qm123,qm,1,123,frc1678,,,,,,,,,,,,,,,,,,,,,,,,,frc649,frc2630,frc8738,frc9199,-1,frc1678,frc9312,-1
2025dal_qm123,qm,1,123,frc9312,,,,,,,,,,,,,,,,,,,,,,,,,frc649,frc2630,frc8738,frc9199,-1,frc1678,frc9312,-1
2025dal_qm123,qm,1,123,frc9199,,,,,,,,,,,,,,,,,,,,,,,,,frc649,frc2630,frc8738,frc9199,-1,frc1678,frc9312,-1
2025dal_qm123,qm,1,123,frc2630,,,,,,,,,,,,,,,,,,,,,,,,,frc649,frc2630,frc8738,frc9199,-1,frc1678,frc9312,-1
2025dal_qm123,qm,1,123,frc8738,,,,,,,,,,,,,,,,,,,,,,,,,frc649,frc2630,frc8738,frc9199,-1,frc1678,frc9312,-1
2025dal_qm124,qm,1,124,frc3492,,,,,,,,,,,,,,,,,,,,,,,,,frc3492,frc1507,frc10698,frc2056,-1,frc7034,frc2129,-1
2025dal_qm124,qm,1,124,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,frc3492,frc1507,frc10698,frc2056,-1,frc7034,frc2129,-1
2025dal_qm124,qm,1,124,frc2129,,,,,,,,,,,,,,,,,,,,,,,,,frc3492,frc1507,frc10698,frc2056,-1,frc7034,frc2129,-1
2025dal_qm124,qm,1,124,frc2056,,,,,,,,,,,,,,,,,,,,,,,,,frc3492,frc1507,frc10698,frc2056,-1,frc7034,frc2129,-1
2025dal_qm124,qm,1,124,frc1507,,,,,,,,,,,,,,,,,,,,,,,,,frc3492,frc1507,frc10698,frc2056,-1,frc7034,frc2129,-1
2025dal_qm124,qm,1,124,frc10698,,,,,,,,,,,,,,,,,,,,,,,,,frc3492,frc1507,frc10698,frc2056,-1,frc7034,frc2129,-1
2025dal_qm125,qm,1,125,frc494,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc2724,frc6083,frc1731,-1,frc694,frc6424,-1
2025dal_qm125,qm,1,125,frc694,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc2724,frc6083,frc1731,-1,frc694,frc6424,-1
2025dal_qm125,qm,1,125,frc6424,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc2724,frc6083,frc1731,-1,frc694,frc6424,-1
2025dal_qm125,qm,1,125,frc1731,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc2724,frc6083,frc1731,-1,frc694,frc6424,-1
2025dal_qm125,qm,1,125,frc2724,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc2724,frc6083,frc1731,-1,frc694,frc6424,-1
2025dal_qm125,qm,1,125,frc6083,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc2724,frc6083,frc1731,-1,frc694,frc6424,-1
2025dal_qm13,qm,1,13,frc4500,,,,,,,,,,,,,,,,,,,,,,,,,frc4500,frc1671,frc3492,frc1369,-1,frc2438,frc6832,-1
2025dal_qm13,qm,1,13,frc2438,,,,,,,,,,,,,,,,,,,,,,,,,frc4500,frc1671,frc3492,frc1369,-1,frc2438,frc6832,-1
2025dal_qm13,qm,1,13,frc6832,,,,,,,,,,,,,,,,,,,,,,,,,frc4500,frc1671,frc3492,frc1369,-1,frc2438,frc6832,-1
2025dal_qm13,qm,1,13,frc1369,,,,,,,,,,,,,,,,,,,,,,,,,frc4500,frc1671,frc3492,frc1369,-1,frc2438,frc6832,-1
2025dal_qm13,qm,1,13,frc1671,,,,,,,,,,,,,,,,,,,,,,,,,frc4500,frc1671,frc3492,frc1369,-1,frc2438,frc6832,-1
2025dal_qm13,qm,1,13,frc3492,,,,,,,,,,,,,,,,,,,,,,,,,frc4500,frc1671,frc3492,frc1369,-1,frc2438,frc6832,-1
2025dal_qm14,qm,1,14,frc10291,,,,,,,,,,,,,,,,,,,,,,,,,frc10291,frc6911,frc3792,frc9484,-1,frc1833,frc4068,-1
2025dal_qm14,qm,1,14,frc1833,,,,,,,,,,,,,,,,,,,,,,,,,frc10291,frc6911,frc3792,frc9484,-1,frc1833,frc4068,-1
2025dal_qm14,qm,1,14,frc4068,,,,,,,,,,,,,,,,,,,,,,,,,frc10291,frc6911,frc3792,frc9484,-1,frc1833,frc4068,-1
2025dal_qm14,qm,1,14,frc9484,,,,,,,,,,,,,,,,,,,,,,,,,frc10291,frc6911,frc3792,frc9484,-1,frc1833,frc4068,-1
2025dal_qm14,qm,1,14,frc6911,,,,,,,,,,,,,,,,,,,,,,,,,frc10291,frc6911,frc3792,frc9484,-1,frc1833,frc4068,-1
2025dal_qm14,qm,1,14,frc3792,,,,,,,,,,,,,,,,,,,,,,,,,frc10291,frc6911,frc3792,frc9484,-1,frc1833,frc4068,-1
2025dal_qm15,qm,1,15,frc1796,,,,,,,,,,,,,,,,,,,,,,,,,frc1796,frc302,frc4421,frc3256,-1,frc9199,frc78,-1
2025dal_qm15,qm,1,15,frc9199,,,,,,,,,,,,,,,,,,,,,,,,,frc1796,frc302,frc4421,frc3256,-1,frc9199,frc78,-1
2025dal_qm15,qm,1,15,frc78,,,,,,,,,,,,,,,,,,,,,,,,,frc1796,frc302,frc4421,frc3256,-1,frc9199,frc78,-1
2025dal_qm15,qm,1,15,frc3256,,,,,,,,,,,,,,,,,,,,,,,,,frc1796,frc302,frc4421,frc3256,-1,frc9199,frc78,-1
2025dal_qm15,qm,1,15,frc302,,,,,,,,,,,,,,,,,,,,,,,,,frc1796,frc302,frc4421,frc3256,-1,frc9199,frc78,-1
2025dal_qm15,qm,1,15,frc4421,,,,,,,,,,,,,,,,,,,,,,,,,frc1796,frc302,frc4421,frc3256,-1,frc9199,frc78,-1
2025dal_qm16,qm,1,16,frc4607,,,,,,,,,,,,,,,,,,,,,,,,,frc4607,frc7034,frc1425,frc4786,-1,frc9312,frc6146,-1
2025dal_qm16,qm,1,16,frc9312,,,,,,,,,,,,,,,,,,,,,,,,,frc4607,frc7034,frc1425,frc4786,-1,frc9312,frc6146,-1
2025dal_qm16,qm,1,16,frc6146,,,,,,,,,,,,,,,,,,,,,,,,,frc4607,frc7034,frc1425,frc4786,-1,frc9312,frc6146,-1
2025dal_qm16,qm,1,16,frc4786,,,,,,,,,,,,,,,,,,,,,,,,,frc4607,frc7034,frc1425,frc4786,-1,frc9312,frc6146,-1
2025dal_qm16,qm,1,16,frc7034,1,,,,,,,,,,,,None,0,,,,,,,,,,,frc4607,frc7034,frc1425,frc4786,-1,frc9312,frc6146,-1
2025dal_qm16,qm,1,16,frc1425,,,,,,,,,,,,,,,,,,,,,,,,,frc4607,frc7034,frc1425,frc4786,-1,frc9312,frc6146,-1
2025dal_qm17,qm,1,17,frc6348,,,,,,,,,,,,,,,,,,,,,,,,,frc6348,frc9280,frc900,frc2056,-1,frc2724,frc1678,-1
2025dal_qm17,qm,1,17,frc2724,,,,,,,,,,,,,,,,,,,,,,,,,frc6348,frc9280,frc900,frc2056,-1,frc2724,frc1678,-1
2025dal_qm17,qm,1,17,frc1678,1,,,,,,,,,,,,None,0,,,,,,,,,,,frc6348,frc9280,frc900,frc2056,-1,frc2724,frc1678,-1
2025dal_qm17,qm,1,17,frc2056,,,,,,,,,,,,,,,,,,,,,,,,,frc6348,frc9280,frc900,frc2056,-1,frc2724,frc1678,-1
2025dal_qm17,qm,1,17,frc9280,,,,,,,,,,,,,,,,,,,,,,,,,frc6348,frc9280,frc900,frc2056,-1,frc2724,frc1678,-1
2025dal_qm17,qm,1,17,frc900,,,,,,,,,,,,,,,,,,,,,,,,,frc6348,frc9280,frc900,frc2056,-1,frc2724,frc1678,-1
2025dal_qm18,qm,1,18,frc10260,,,,,,,,,,,,,,,,,,,,,,,,,frc10260,frc8808,frc6424,frc1481,-1,frc3297,frc4655,-1
2025dal_qm18,qm,1,18,frc3297,,,,,,,,,,,,,,,,,,,,,,,,,frc10260,frc8808,frc6424,frc1481,-1,frc3297,frc4655,-1
2025dal_qm18,qm,1,18,frc4655,,,,,,,,,,,,,,,,,,,,,,,,,frc10260,frc8808,frc6424,frc1481,-1,frc3297,frc4655,-1
2025dal_qm18,qm,1,18,frc1481,,,,,,,,,,,,,,,,,,,,,,,,,frc10260,frc8808,frc6424,frc1481,-1,frc3297,frc4655,-1
2025dal_qm18,qm,1,18,frc8808,,,,,,,,,,,,,,,,,,,,,,,,,frc10260,frc8808,frc6424,frc1481,-1,frc3297,frc4655,-1
2025dal_qm18,qm,1,18,frc6424,,,,,,,,,,,,,,,,,,,,,,,,,frc10260,frc8808,frc6424,frc1481,-1,frc3297,frc4655,-1
2025dal_qm19,qm,1,19,frc7257,,,,,,,,,,,,,,,,,,,,,,,,,frc7257,frc4005,frc9032,frc6995,-1,frc3173,frc3891,-1
2025dal_qm19,qm,1,19,frc3173,,,,,,,,,,,,,,,,,,,,,,,,,frc7257,frc4005,frc9032,frc6995,-1,frc3173,frc3891,-1
2025dal_qm19,qm,1,19,frc3891,,,,,,,,,,,,,,,,,,,,,,,,,frc7257,frc4005,frc9032,frc6995,-1,frc3173,frc3891,-1
2025dal_qm19,qm,1,19,frc6995,,,,,,,,,,,,,,,,,,,,,,,,,frc7257,frc4005,frc9032,frc6995,-1,frc3173,frc3891,-1
2025dal_qm19,qm,1,19,frc4005,,,,,,,,,,,,,,,,,,,,,,,,,frc7257,frc4005,frc9032,frc6995,-1,frc3173,frc3891,-1
2025dal_qm19,qm,1,19,frc9032,,,,,,,,,,,,,,,,,,,,,,,,,frc7257,frc4005,frc9032,frc6995,-1,frc3173,frc3891,-1
2025dal_qm2,qm,1,2,frc6083,3,0,0,0,2,1,0,2,1,0,2,0,Park,0,"Moved slow, placed one coral on l4, and removed 2 algae","Removed 1 algae, and can ground collect algae, but not super  well, and put two of the algae in processor reliably. Also placed one coral on l4, and two on l2, but still was slow in placing and moving. ",2,DS,0,1,"Parked, and didn't try, or have time to climb.",0,0,1,frc6083,frc4607,frc1796,frc4068,-1,frc1671,frc7257,-1
2025dal_qm2,qm,1,2,frc1671,5,0,0,0,0,2,1,0,1,4,4,0,Deep Climb,0,Fast and accurate three coral auto,they were great with coral and had a great shot into the net,0,np,0,3,they climbed comfortably,0,0,1,frc6083,frc4607,frc1796,frc4068,-1,frc1671,frc7257,-1
2025dal_qm2,qm,1,2,frc7257,5,0,0,0,0,0,0,0,3,5,6,0,None,0,"Good at cycling, very similar timing to us. Concerned about how their mechanism will fair against defense",,0,SG,0,2,Just cycled,0,0,1,frc6083,frc4607,frc1796,frc4068,-1,frc1671,frc7257,-1
2025dal_qm2,qm,1,2,frc4068,3,0,0,0,0,1,1,0,1,5,4,2,Park,0,,,2,LV,0,1,,2,0,0,frc6083,frc4607,frc1796,frc4068,-1,frc1671,frc7257,-1
2025dal_qm2,qm,1,2,frc4607,3,0,0,0,2,0,1,0,1,3,5,0,Deep Climb,0,"Quick, seemed to go over perhaps to attempt to intake another but ran out of time",very quick intake had some trouble placing algae in barge,0,aw,0,3,very quick climb,0,0,1,frc6083,frc4607,frc1796,frc4068,-1,frc1671,frc7257,-1
2025dal_qm2,qm,1,2,frc1796,2,0,0,0,0,2,1,2,3,5,3,2,None,0,"Good auto on side, almost made another clral","fast coral alg cycles, had coral and dealged at same time fast. placed fast and fast cycles even tho station collect",0,HD,0,3,fast deep,0,0,1,frc6083,frc4607,frc1796,frc4068,-1,frc1671,frc7257,-1
2025dal_qm20,qm,1,20,frc3255,,,,,,,,,,,,,,,,,,,,,,,,,frc3255,frc2129,frc4613,frc1731,-1,frc418,frc1847,-1
2025dal_qm20,qm,1,20,frc418,,,,,,,,,,,,,,,,,,,,,,,,,frc3255,frc2129,frc4613,frc1731,-1,frc418,frc1847,-1
2025dal_qm20,qm,1,20,frc1847,,,,,,,,,,,,,,,,,,,,,,,,,frc3255,frc2129,frc4613,frc1731,-1,frc418,frc1847,-1
2025dal_qm20,qm,1,20,frc1731,,,,,,,,,,,,,,,,,,,,,,,,,frc3255,frc2129,frc4613,frc1731,-1,frc418,frc1847,-1
2025dal_qm20,qm,1,20,frc2129,,,,,,,,,,,,,,,,,,,,,,,,,frc3255,frc2129,frc4613,frc1731,-1,frc418,frc1847,-1
2025dal_qm20,qm,1,20,frc4613,,,,,,,,,,,,,,,,,,,,,,,,,frc3255,frc2129,frc4613,frc1731,-1,frc418,frc1847,-1
2025dal_qm21,qm,1,21,frc1369,,,,,,,,,,,,,,,,,,,,,,,,,frc1369,frc9432,frc4451,frc10698,-1,frc6909,frc7197,-1
2025dal_qm21,qm,1,21,frc6909,,,,,,,,,,,,,,,,,,,,,,,,,frc1369,frc9432,frc4451,frc10698,-1,frc6909,frc7197,-1
2025dal_qm21,qm,1,21,frc7197,,,,,,,,,,,,,,,,,,,,,,,,,frc1369,frc9432,frc4451,frc10698,-1,frc6909,frc7197,-1
2025dal_qm21,qm,1,21,frc10698,,,,,,,,,,,,,,,,,,,,,,,,,frc1369,frc9432,frc4451,frc10698,-1,frc6909,frc7197,-1
2025dal_qm21,qm,1,21,frc9432,,,,,,,,,,,,,,,,,,,,,,,,,frc1369,frc9432,frc4451,frc10698,-1,frc6909,frc7197,-1
2025dal_qm21,qm,1,21,frc4451,,,,,,,,,,,,,,,,,,,,,,,,,frc1369,frc9432,frc4451,frc10698,-1,frc6909,frc7197,-1
2025dal_qm22,qm,1,22,frc5660,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc8738,frc7525,frc537,-1,frc2438,frc7048,-1
2025dal_qm22,qm,1,22,frc2438,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc8738,frc7525,frc537,-1,frc2438,frc7048,-1
2025dal_qm22,qm,1,22,frc7048,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc8738,frc7525,frc537,-1,frc2438,frc7048,-1
2025dal_qm22,qm,1,22,frc537,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc8738,frc7525,frc537,-1,frc2438,frc7048,-1
2025dal_qm22,qm,1,22,frc8738,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc8738,frc7525,frc537,-1,frc2438,frc7048,-1
2025dal_qm22,qm,1,22,frc7525,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc8738,frc7525,frc537,-1,frc2438,frc7048,-1
2025dal_qm23,qm,1,23,frc494,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc1507,frc4415,frc8575,-1,frc649,frc2648,-1
2025dal_qm23,qm,1,23,frc649,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc1507,frc4415,frc8575,-1,frc649,frc2648,-1
2025dal_qm23,qm,1,23,frc2648,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc1507,frc4415,frc8575,-1,frc649,frc2648,-1
2025dal_qm23,qm,1,23,frc8575,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc1507,frc4415,frc8575,-1,frc649,frc2648,-1
2025dal_qm23,qm,1,23,frc1507,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc1507,frc4415,frc8575,-1,frc649,frc2648,-1
2025dal_qm23,qm,1,23,frc4415,,,,,,,,,,,,,,,,,,,,,,,,,frc494,frc1507,frc4415,frc8575,-1,frc649,frc2648,-1
2025dal_qm24,qm,1,24,frc226,,,,,,,,,,,,,,,,,,,,,,,,,frc226,frc6017,frc5968,frc694,-1,frc9301,frc2630,-1
2025dal_qm24,qm,1,24,frc9301,,,,,,,,,,,,,,,,,,,,,,,,,frc226,frc6017,frc5968,frc694,-1,frc9301,frc2630,-1
2025dal_qm24,qm,1,24,frc2630,,,,,,,,,,,,,,,,,,,,,,,,,frc226,frc6017,frc5968,frc694,-1,frc9301,frc2630,-1
2025dal_qm24,qm,1,24,frc694,,,,,,,,,,,,,,,,,,,,,,,,,frc226,frc6017,frc5968,frc694,-1,frc9301,frc2630,-1
2025dal_qm24,qm,1,24,frc6017,,,,,,,,,,,,,,,,,,,,,,,,,frc226,frc6017,frc5968,frc694,-1,frc9301,frc2630,-1
2025dal_qm24,qm,1,24,frc5968,,,,,,,,,,,,,,,,,,,,,,,,,frc226,frc6017,frc5968,frc694,-1,frc9301,frc2630,-1
2025dal_qm25,qm,1,25,frc3284,,,,,,,,,,,,,,,,,,,,,,,,,frc3284,frc179,frc4967,frc6083,-1,frc4500,frc4013,-1
2025dal_qm25,qm,1,25,frc4500,,,,,,,,,,,,,,,,,,,,,,,,,frc3284,frc179,frc4967,frc6083,-1,frc4500,frc4013,-1
2025dal_qm25,qm,1,25,frc4013,,,,,,,,,,,,,,,,,,,,,,,,,frc3284,frc179,frc4967,frc6083,-1,frc4500,frc4013,-1
2025dal_qm25,qm,1,25,frc6083,,,,,,,,,,,,,,,,,,,,,,,,,frc3284,frc179,frc4967,frc6083,-1,frc4500,frc4013,-1
2025dal_qm25,qm,1,25,frc179,,,,,,,,,,,,,,,,,,,,,,,,,frc3284,frc179,frc4967,frc6083,-1,frc4500,frc4013,-1
2025dal_qm25,qm,1,25,frc4967,,,,,,,,,,,,,,,,,,,,,,,,,frc3284,frc179,frc4967,frc6083,-1,frc4500,frc4013,-1
2025dal_qm26,qm,1,26,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc6424,frc1671,frc3792,-1,frc302,frc9280,-1
2025dal_qm26,qm,1,26,frc302,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc6424,frc1671,frc3792,-1,frc302,frc9280,-1
2025dal_qm26,qm,1,26,frc9280,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc6424,frc1671,frc3792,-1,frc302,frc9280,-1
2025dal_qm26,qm,1,26,frc3792,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc6424,frc1671,frc3792,-1,frc302,frc9280,-1
2025dal_qm26,qm,1,26,frc6424,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc6424,frc1671,frc3792,-1,frc302,frc9280,-1
2025dal_qm26,qm,1,26,frc1671,,,,,,,,,,,,,,,,,,,,,,,,,frc7034,frc6424,frc1671,frc3792,-1,frc302,frc9280,-1
2025dal_qm27,qm,1,27,frc3256,,,,,,,,,,,,,,,,,,,,,,,,,frc3256,frc3492,frc4786,frc9032,-1,frc8808,frc4068,-1
2025dal_qm27,qm,1,27,frc8808,,,,,,,,,,,,,,,,,,,,,,,,,frc3256,frc3492,frc4786,frc9032,-1,frc8808,frc4068,-1
2025dal_qm27,qm,1,27,frc4068,,,,,,,,,,,,,,,,,,,,,,,,,frc3256,frc3492,frc4786,frc9032,-1,frc8808,frc4068,-1
2025dal_qm27,qm,1,27,frc9032,,,,,,,,,,,,,,,,,,,,,,,,,frc3256,frc3492,frc4786,frc9032,-1,frc8808,frc4068,-1
2025dal_qm27,qm,1,27,frc3492,,,,,,,,,,,,,,,,,,,,,,,,,frc3256,frc3492,frc4786,frc9032,-1,frc8808,frc4068,-1
2025dal_qm27,qm,1,27,frc4786,,,,,,,,,,,,,,,,,,,,,,,,,frc3256,frc3492,frc4786,frc9032,-1,frc8808,frc4068,-1
2025dal_qm28,qm,1,28,frc6911,,,,,,,,,,,,,,,,,,,,,,,,,frc6911,frc1796,frc3255,frc6348,-1,frc10291,frc2724,-1
2025dal_qm28,qm,1,28,frc10291,,,,,,,,,,,,,,,,,,,,,,,,,frc6911,frc1796,frc3255,frc6348,-1,frc10291,frc2724,-1
2025dal_qm28,qm,1,28,frc2724,,,,,,,,,,,,,,,,,,,,,,,,,frc6911,frc1796,frc3255,frc6348,-1,frc10291,frc2724,-1
2025dal_qm28,qm,1,28,frc6348,,,,,,,,,,,,,,,,,,,,,,,,,frc6911,frc1796,frc3255,frc6348,-1,frc10291,frc2724,-1
2025dal_qm28,qm,1,28,frc1796,,,,,,,,,,,,,,,,,,,,,,,,,frc6911,frc1796,frc3255,frc6348,-1,frc10291,frc2724,-1
2025dal_qm28,qm,1,28,frc3255,,,,,,,,,,,,,,,,,,,,,,,,,frc6911,frc1796,frc3255,frc6348,-1,frc10291,frc2724,-1
2025dal_qm29,qm,1,29,frc900,,,,,,,,,,,,,,,,,,,,,,,,,frc900,frc2129,frc6909,frc6146,-1,frc4421,frc9484,-1
2025dal_qm29,qm,1,29,frc4421,,,,,,,,,,,,,,,,,,,,,,,,,frc900,frc2129,frc6909,frc6146,-1,frc4421,frc9484,-1
2025dal_qm29,qm,1,29,frc9484,,,,,,,,,,,,,,,,,,,,,,,,,frc900,frc2129,frc6909,frc6146,-1,frc4421,frc9484,-1
2025dal_qm29,qm,1,29,frc6146,,,,,,,,,,,,,,,,,,,,,,,,,frc900,frc2129,frc6909,frc6146,-1,frc4421,frc9484,-1
2025dal_qm29,qm,1,29,frc2129,,,,,,,,,,,,,,,,,,,,,,,,,frc900,frc2129,frc6909,frc6146,-1,frc4421,frc9484,-1
2025dal_qm29,qm,1,29,frc6909,,,,,,,,,,,,,,,,,,,,,,,,,frc900,frc2129,frc6909,frc6146,-1,frc4421,frc9484,-1
2025dal_qm3,qm,1,3,frc4421,2,0,0,0,0,4,2,0,1,0,0,0,Deep Climb,0,"Missed two coral on l4, aim was bad and didn't come far enough back to the station.","Tried to place coral, but missed pretty much all the time, and only managed to score on coral on l4. Better at algae, removed 4 and put two successfully in the net. Can't hold on t algae well though.",0,DS,0,0,"Deep climbed, well over ground",0,0,1,frc4421,frc1425,frc3792,frc2724,-1,frc6832,frc1507,-1
2025dal_qm3,qm,1,3,frc6832,3,0,0,0,0,0,0,2,0,0,0,0,Deep Climb,0,failed to leave the start zone,mediocre at best with algae and not very good with coral as coral kept falling out of their funnel,0,np,0,0,feel climb capable but I couldn't see very well ,0,0,0,frc4421,frc1425,frc3792,frc2724,-1,frc6832,frc1507,-1
2025dal_qm3,qm,1,3,frc1507,5,0,0,0,0,0,0,2,0,0,0,1,Deep Climb,0,Their second coral didn't make it ,"Jerking back and forth , switched to algae but was struggling to score in processor",0,SG,0,1,,0,0,1,frc4421,frc1425,frc3792,frc2724,-1,frc6832,frc1507,-1
2025dal_qm3,qm,1,3,frc2724,4,0,0,0,0,0,0,0,0,3,1,0,Deep Climb,0,,,2,LV,0,0,,1,0,0,frc4421,frc1425,frc3792,frc2724,-1,frc6832,frc1507,-1
2025dal_qm3,qm,1,3,frc1425,4,0,0,0,0,1,1,0,4,4,0,1,Deep Climb,0,successfully attempted three coral,"had trouble with removing algae off the reef, missed
 coral a few times",0,aw,0,3,very quick took finish seconds ,0,0,1,frc4421,frc1425,frc3792,frc2724,-1,frc6832,frc1507,-1
2025dal_qm3,qm,1,3,frc3792,2,0,0,0,0,0,0,4,0,0,0,7,None,0,missed 3 l1,interesting cannot reef collecg or net bur can proc nice. ,0,HD,0,0,One bumper cprner tpuched ground so deep climb not succeffuly,0,0,1,frc4421,frc1425,frc3792,frc2724,-1,frc6832,frc1507,-1
2025dal_qm30,qm,1,30,frc5660,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc7257,frc1678,frc418,-1,frc6832,frc10698,-1
2025dal_qm30,qm,1,30,frc6832,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc7257,frc1678,frc418,-1,frc6832,frc10698,-1
2025dal_qm30,qm,1,30,frc10698,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc7257,frc1678,frc418,-1,frc6832,frc10698,-1
2025dal_qm30,qm,1,30,frc418,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc7257,frc1678,frc418,-1,frc6832,frc10698,-1
2025dal_qm30,qm,1,30,frc7257,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc7257,frc1678,frc418,-1,frc6832,frc10698,-1
2025dal_qm30,qm,1,30,frc1678,,,,,,,,,,,,,,,,,,,,,,,,,frc5660,frc7257,frc1678,frc418,-1,frc6832,frc10698,-1
2025dal_qm31,qm,1,31,frc1833,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc1369,frc494,frc7048,-1,frc2056,frc3891,-1
2025dal_qm31,qm,1,31,frc2056,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc1369,frc494,frc7048,-1,frc2056,frc3891,-1
2025dal_qm31,qm,1,31,frc3891,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc1369,frc494,frc7048,-1,frc2056,frc3891,-1
2025dal_qm31,qm,1,31,frc7048,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc1369,frc494,frc7048,-1,frc2056,frc3891,-1
2025dal_qm31,qm,1,31,frc1369,,,,,,,,,,,,,,,,,,,,,,,,,frc1833,frc1369,frc494,frc7048,-1,frc2056,frc3891,-1
