key,comp_level,set_number,match_number,team_key,r1,r3,r2,b2,b3,b1,a_reefAlgae,a_Station,a_L4,a_L3,a_L2,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,match_Scouter,t_Tipped,end_Pos,auto_Notes,tele_Notes,d_break_Notes,a_Net,start_Pos_5isBlue,a_Proc,a_Leave
2025orsal_qm54,qm,1,54,frc1359,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc3024,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc9613,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc2147,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc2898,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc749,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc2811,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc4061,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc5937,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc6343,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc3786,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc753,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc2635,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc8532,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc5683,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc2521,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc3674,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc3712,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,None,,Looked tipy,blocked off a source,0,1,0,1
2025orsal_qm57,qm,1,57,frc5920,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,Olivia,0,None,Just Leave,"Robot works smoothly, l1 concentrated... Half cpnsustent",can play defense pretty well. Pins successfukky,0,5,0,1
2025orsal_qm57,qm,1,57,frc2374,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc4692,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc4125,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc2926,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc9600,frc9600,frc997,frc955,frc2550,frc1359,frc4513,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,,0,None,,,,0,5,0,1
2025orsal_qm58,qm,1,58,frc955,frc9600,frc997,frc955,frc2550,frc1359,frc4513,0,2,2,0,0,0,0,0,2,0,0,6,2,0,0,olivia,0,None,,"Auto placement of coral, consistent l4 and 3. Smooth overall",,0,2,0,1
2025orsal_qm58,qm,1,58,frc997,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc4513,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc2550,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc1359,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc2147,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,,0,Park,,,,0,3,0,1
2025orsal_qm59,qm,1,59,frc9567,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,olibi,0,Park,Leave and one l1 coral,"fast robot, but looks confused... Chasing algae half time... Consistent l1 ig",,0,1,0,1
2025orsal_qm59,qm,1,59,frc4060,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc2898,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc6845,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc847,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc3024,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc4513,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc4692,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc9567,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc2811,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc753,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc9613,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,Park,,very tippy and missed a lot of coral intake,,0,5,0,1
2025orsal_qm60,qm,1,60,frc7034,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,suhaani,0,Deep Climb,They missed the one coral they tried to place,Were relatively consistent in scoring L4 and made round around reef. ,,0,3,0,1
2025orsal_qm60,qm,1,60,frc9438,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc6465,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc3024,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc2990,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc2635,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,Deep Climb,,Ok defense ,,0,5,0,1
2025orsal_qm61,qm,1,61,frc4692,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,0,5,4,0,0,0,,,,,,,,,,,0,None,,In endgame they scored one coral,,0,1,0,1
2025orsal_qm61,qm,1,61,frc2811,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc5920,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc8532,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc4061,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm62,qm,1,62,frc5683,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,,0,Park,,,,0,3,0,1
2025orsal_qm62,qm,1,62,frc4513,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,,0,Deep Climb,,consistent scoring and didn't get in team mates way when scoring,,0,1,0,1
2025orsal_qm62,qm,1,62,frc3786,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm62,qm,1,62,frc3712,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm62,qm,1,62,frc2926,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm62,qm,1,62,frc2550,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm63,qm,1,63,frc6343,frc6343,frc9567,frc2898,frc997,frc3674,frc6845,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,,0,Park,,,,0,5,0,1
2025orsal_qm63,qm,1,63,frc2898,frc6343,frc9567,frc2898,frc997,frc3674,frc6845,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,olivi,0,Park,"Leave, failed l1","looked confused whole time, just trying to cross barge to other alliance. Failed shallow",confused,0,3,0,1
2025orsal_qm63,qm,1,63,frc9567,frc6343,frc9567,frc2898,frc997,frc3674,frc6845,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm63,qm,1,63,frc6845,frc6343,frc9567,frc2898,frc997,frc3674,frc6845,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm63,qm,1,63,frc997,frc6343,frc9567,frc2898,frc997,frc3674,frc6845,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm63,qm,1,63,frc3674,frc6343,frc9567,frc2898,frc997,frc3674,frc6845,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm64,qm,1,64,frc4125,frc4125,frc753,frc9613,frc9600,frc2147,frc9438,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,,0,Park,,,,0,3,0,1
2025orsal_qm64,qm,1,64,frc9613,frc4125,frc753,frc9613,frc9600,frc2147,frc9438,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,oliv,0,Park,leave,"lowkey slow at placing coral, collects from station ",,0,1,0,1
2025orsal_qm64,qm,1,64,frc753,frc4125,frc753,frc9613,frc9600,frc2147,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm64,qm,1,64,frc9438,frc4125,frc753,frc9613,frc9600,frc2147,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm64,qm,1,64,frc9600,frc4125,frc753,frc9613,frc9600,frc2147,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm64,qm,1,64,frc2147,frc4125,frc753,frc9613,frc9600,frc2147,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm65,qm,1,65,frc6465,frc6465,frc5937,frc1359,frc4060,frc2990,frc7034,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,0,None,,kinda slow,,0,1,0,0
2025orsal_qm65,qm,1,65,frc1359,frc6465,frc5937,frc1359,frc4060,frc2990,frc7034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,oliv,0,Deep Climb,leave,defense at blue alliance source. Ok succeas,oops. Said: Defense at blue alliance,0,5,0,1
2025orsal_qm65,qm,1,65,frc5937,frc6465,frc5937,frc1359,frc4060,frc2990,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm65,qm,1,65,frc7034,frc6465,frc5937,frc1359,frc4060,frc2990,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm65,qm,1,65,frc4060,frc6465,frc5937,frc1359,frc4060,frc2990,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm65,qm,1,65,frc2990,frc6465,frc5937,frc1359,frc4060,frc2990,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm66,qm,1,66,frc2374,frc2374,frc2521,frc847,frc3024,frc749,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm66,qm,1,66,frc847,frc2374,frc2521,frc847,frc3024,frc749,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm66,qm,1,66,frc2521,frc2374,frc2521,frc847,frc3024,frc749,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm66,qm,1,66,frc955,frc2374,frc2521,frc847,frc3024,frc749,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm66,qm,1,66,frc3024,frc2374,frc2521,frc847,frc3024,frc749,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm66,qm,1,66,frc749,frc2374,frc2521,frc847,frc3024,frc749,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm67,qm,1,67,frc2898,frc2898,frc3674,frc3786,frc9567,frc997,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm67,qm,1,67,frc3786,frc2898,frc3674,frc3786,frc9567,frc997,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm67,qm,1,67,frc3674,frc2898,frc3674,frc3786,frc9567,frc997,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm67,qm,1,67,frc4692,frc2898,frc3674,frc3786,frc9567,frc997,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm67,qm,1,67,frc9567,frc2898,frc3674,frc3786,frc9567,frc997,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm67,qm,1,67,frc997,frc2898,frc3674,frc3786,frc9567,frc997,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm68,qm,1,68,frc2811,frc2811,frc3712,frc9613,frc6343,frc6845,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm68,qm,1,68,frc9613,frc2811,frc3712,frc9613,frc6343,frc6845,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm68,qm,1,68,frc3712,frc2811,frc3712,frc9613,frc6343,frc6845,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm68,qm,1,68,frc2635,frc2811,frc3712,frc9613,frc6343,frc6845,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm68,qm,1,68,frc6343,frc2811,frc3712,frc9613,frc6343,frc6845,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm68,qm,1,68,frc6845,frc2811,frc3712,frc9613,frc6343,frc6845,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm69,qm,1,69,frc2990,frc2990,frc1359,frc753,frc4125,frc6465,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm69,qm,1,69,frc753,frc2990,frc1359,frc753,frc4125,frc6465,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm69,qm,1,69,frc1359,frc2990,frc1359,frc753,frc4125,frc6465,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm69,qm,1,69,frc4061,frc2990,frc1359,frc753,frc4125,frc6465,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm69,qm,1,69,frc4125,frc2990,frc1359,frc753,frc4125,frc6465,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm69,qm,1,69,frc6465,frc2990,frc1359,frc753,frc4125,frc6465,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm7,qm,1,7,frc6343,frc6343,frc955,frc2147,frc3786,frc4125,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm7,qm,1,7,frc2147,frc6343,frc955,frc2147,frc3786,frc4125,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm7,qm,1,7,frc955,frc6343,frc955,frc2147,frc3786,frc4125,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm7,qm,1,7,frc8532,frc6343,frc955,frc2147,frc3786,frc4125,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm7,qm,1,7,frc3786,frc6343,frc955,frc2147,frc3786,frc4125,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm7,qm,1,7,frc4125,frc6343,frc955,frc2147,frc3786,frc4125,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm70,qm,1,70,frc7034,frc7034,frc2147,frc5683,frc2374,frc4060,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm70,qm,1,70,frc5683,frc7034,frc2147,frc5683,frc2374,frc4060,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm70,qm,1,70,frc2147,frc7034,frc2147,frc5683,frc2374,frc4060,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm70,qm,1,70,frc9600,frc7034,frc2147,frc5683,frc2374,frc4060,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm70,qm,1,70,frc2374,frc7034,frc2147,frc5683,frc2374,frc4060,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm70,qm,1,70,frc4060,frc7034,frc2147,frc5683,frc2374,frc4060,frc9600,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm71,qm,1,71,frc2550,frc2550,frc2521,frc8532,frc5937,frc2926,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm71,qm,1,71,frc8532,frc2550,frc2521,frc8532,frc5937,frc2926,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm71,qm,1,71,frc2521,frc2550,frc2521,frc8532,frc5937,frc2926,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm71,qm,1,71,frc3024,frc2550,frc2521,frc8532,frc5937,frc2926,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm71,qm,1,71,frc5937,frc2550,frc2521,frc8532,frc5937,frc2926,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm71,qm,1,71,frc2926,frc2550,frc2521,frc8532,frc5937,frc2926,frc3024,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm72,qm,1,72,frc955,frc955,frc4513,frc9438,frc749,frc5920,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm72,qm,1,72,frc9438,frc955,frc4513,frc9438,frc749,frc5920,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm72,qm,1,72,frc4513,frc955,frc4513,frc9438,frc749,frc5920,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm72,qm,1,72,frc847,frc955,frc4513,frc9438,frc749,frc5920,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm72,qm,1,72,frc749,frc955,frc4513,frc9438,frc749,frc5920,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm72,qm,1,72,frc5920,frc955,frc4513,frc9438,frc749,frc5920,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm8,qm,1,8,frc5683,frc5683,frc2550,frc2374,frc1359,frc997,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm8,qm,1,8,frc2374,frc5683,frc2550,frc2374,frc1359,frc997,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm8,qm,1,8,frc2550,frc5683,frc2550,frc2374,frc1359,frc997,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm8,qm,1,8,frc9613,frc5683,frc2550,frc2374,frc1359,frc997,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm8,qm,1,8,frc1359,frc5683,frc2550,frc2374,frc1359,frc997,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm8,qm,1,8,frc997,frc5683,frc2550,frc2374,frc1359,frc997,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm9,qm,1,9,frc847,frc847,frc5937,frc4060,frc6465,frc9438,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm9,qm,1,9,frc4060,frc847,frc5937,frc4060,frc6465,frc9438,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm9,qm,1,9,frc5937,frc847,frc5937,frc4060,frc6465,frc9438,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm9,qm,1,9,frc5920,frc847,frc5937,frc4060,frc6465,frc9438,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm9,qm,1,9,frc6465,frc847,frc5937,frc4060,frc6465,frc9438,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm9,qm,1,9,frc9438,frc847,frc5937,frc4060,frc6465,frc9438,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,